evaluation,offline_var_0,offline_var_1,offline_var_2,offline_var_3,offline_var_4,offline_var_5,offline_var_6,offline_var_7,offline_var_8,offline_var_9,offline_var_10,offline_var_11,offline_var_12,offline_var_13,offline_var_14,offline_var_15,offline_var_16,offline_var_17,offline_var_18,offline_var_19,offline_var_20,offline_var_21,offline_var_22,offline_var_23,offline_var_24,offline_var_25,offline_var_26,offline_var_27,offline_var_28,offline_var_29,obj_Maximize_Volume,con_Maintain_L/D_Ratio,30_DV_Model_cl,30_DV_Model_cd,30_DV_Model_Volume,30_DV_Model_CL,30_DV_Model_CD,30_DV_Model_K,30_DV_Model_-CL,30_DV_Model_-CD,30_DV_Model_-K,convergence_metric,acqf_value
12,0.039582564,0.115534827,0.088305619,0.120953465,0.091198995,-0.07586798,-0.078094524,-0.057374163,0.002480914,0.004921554,-0.030745946,-0.11997624,0.232034569,0.074040417,-0.094289779,0.021815508,-0.007027817,-0.07857584,0.359857032,0.104021369,0.111639449,-0.002876112,0.010364979,0.251048112,0.165563611,0.008032869,0.093351481,0.049704337,0.114086138,0.058286814,10.81779138,-0.318244701,3.78463439,0.908132282,10.81779138,3.78463439,0.908132282,4.167492407,-3.78463439,-0.908132282,-4.167492407,0.084287822,
13,0.235428127,0.017198277,-0.022704208,-0.198738085,-0.211970231,0.063848136,0.149334135,0.03587378,-0.126414434,-0.197540453,-0.076560244,-0.011724125,0.15933826,0.476277357,0.201318398,0.315059194,0.253257285,0.385794014,0.148908916,0.256037355,0.148383158,0.208044075,0.183611734,-0.006649531,0.016484218,0.128316115,0.072507111,0.121760588,0.022891612,0.03856047,13.70993058,-0.945420798,3.644905066,1.029542207,13.70993058,3.644905066,1.029542207,3.540316309,-3.644905066,-1.029542207,-3.540316309,0.084287822,
14,0.151819951,0.17686722,-0.054438201,-0.150407916,-0.177828187,0.182610463,-0.133826098,-0.011313299,-0.041288091,-0.050073785,-0.043417632,0.009421038,0.307140588,0.33226792,0.296107383,0.364567873,0.324018893,0.331378214,0.307934322,-0.022177028,0.01396906,0.112349559,-0.010428055,0.020952213,-0.011925494,-0.017116737,0.107282754,-0.014723796,0.077619557,-0.003908719,12.56654832,-0.781239222,3.97741081,1.073670692,12.56654832,3.97741081,1.073670692,3.704497886,-3.97741081,-1.073670692,-3.704497886,0.084287822,
15,0.071557954,0.051873692,0.134103034,0.070704417,0.049320531,-0.170575641,0.09356833,0.021601183,-0.085872467,-0.127892158,-0.089226036,-0.141295275,0.08451572,-0.088609135,0.016572246,-0.061866561,0.034633385,-0.013151137,0.096050427,0.30862308,0.226072528,0.044347844,0.1628187,0.276017139,0.193689125,0.102202797,0.027037983,0.178965889,-0.008035855,0.097044675,11.14561723,-0.421581969,3.748802286,0.922406296,11.14561723,3.748802286,0.922406296,4.064155138,-3.748802286,-0.922406296,-4.064155138,0.084287822,
16,-0.015862343,0.197620706,0.020953636,0.018924071,0.203650619,-0.043912403,-0.062118464,0.073799045,-0.139147237,-0.141014542,-0.141661699,-0.065385946,0.364283761,0.354761316,0.099781742,0.264750531,0.094463764,0.273340042,-0.061507964,0.066887868,0.077157325,0.009038789,0.110686023,0.046857866,0.073676032,0.159837238,0.197440395,0.08855699,0.128961834,0.042054816,11.44123835,-1.019097851,3.845677034,1.109338685,11.44123835,3.845677034,1.109338685,3.466639256,-3.845677034,-1.109338685,-3.466639256,0.084287822,
17,0.308058445,-0.07134117,0.057412405,0.175563251,-0.081969626,0.00700998,0.009716804,-0.080248942,0.006522273,0.030252263,-0.008053759,-0.044165245,-0.012696136,0.196141755,0.352264754,0.076341858,0.158010001,0.04862881,0.209327263,0.218153923,0.206794938,0.218015197,0.281204317,0.13344271,0.108424347,0.060548982,-0.031930361,0.074509949,0.040497479,0.024882914,12.02073162,-0.211238889,3.430387232,0.802523959,12.02073162,3.430387232,0.802523959,4.274498218,-3.430387232,-0.802523959,-4.274498218,0.084287822,
18,0.316619145,0.217520658,-0.08528963,-0.244530162,0.106946407,-0.158202289,0.102785589,0.063340576,0.042961823,-0.161566828,-0.012891929,0.029640073,0.24971762,0.117571882,0.108399194,0.389883479,0.228512072,-0.059226722,-0.034646386,0.137545295,0.277421356,0.185167142,0.299085185,0.262049542,-0.026686891,0.152321672,-0.034524554,0.067323003,0.012611213,0.09271968,11.5955173,-0.772950478,3.915368647,1.054563334,11.5955173,3.915368647,1.054563334,3.712786629,-3.915368647,-1.054563334,-3.712786629,0.084287822,
19,-0.041676567,-0.091222694,0.178231472,0.148200661,-0.227414487,0.195946906,-0.124645348,-0.082758554,-0.17012225,0.041146505,-0.147885165,-0.137567374,0.176761151,0.425721018,0.412311801,-0.023432122,0.117378759,0.374646317,0.168932609,0.229885202,-0.038586494,-0.023569007,0.114925463,0.003659055,0.179810634,0.038890138,0.168723347,0.081362327,0.100987619,0.000420735,12.81044022,-0.987934574,3.619275178,1.034728274,12.81044022,3.619275178,1.034728274,3.497802534,-3.619275178,-1.034728274,-3.497802534,0.084287822,
20,0.080186955,0.18321048,-0.008508487,-0.074745832,-0.01094674,0.019578071,0.019240125,-0.001321583,-0.122344948,-0.072644286,-0.083002584,-0.078763218,0.496597486,-0.009747245,0.184779724,0.220752068,-0.04783546,0.126054241,0.310576434,-0.011436821,0.164998742,0.081316759,0.156231514,0.151224818,0.059685372,0.003684849,0.03121523,0.171772946,0.020618129,0.020792801,11.92866787,-0.703517312,3.787480708,1.001390959,11.92866787,3.787480708,1.001390959,3.782219796,-3.787480708,-1.001390959,-3.782219796,0.084287822,
21,0.126073802,0.04549918,0.102784989,0.253679256,0.140179523,-0.032328707,-0.052631661,0.024578918,-0.010280142,-0.119000954,-0.038579475,-0.051577633,-0.030050041,0.261016226,-0.077615005,0.049210467,0.287550921,0.20059331,0.046174176,0.380271576,0.117404974,0.14956406,-0.02520008,0.061331902,0.093550905,0.110575621,0.134172935,-0.021923428,0.106185764,0.046151343,10.90878613,-0.152180688,3.681377893,0.849505011,10.90878613,3.681377893,0.849505011,4.33355642,-3.681377893,-0.849505011,-4.33355642,0.084287822,
22,0.261174047,0.09606656,0.138935555,0.203044707,0.219093492,-0.113770375,0.037708121,-0.045045103,-0.098666267,-0.003712639,-0.081573981,-0.027984743,0.421619491,0.398005277,0.034318574,0.150685592,0.333128005,0.262495466,0.377477775,0.085740709,0.220304437,0.249617345,0.177023648,0.120796411,0.122652211,0.029691727,0.04471972,0.114568244,-0.01593562,0.07926233,12.57302769,-0.671553875,3.073469183,0.805800087,12.57302769,3.073469183,0.805800087,3.814183233,-3.073469183,-0.805800087,-3.814183233,0.084287822,
23,0.030953925,0.036697783,-0.049322405,-0.026499667,-0.097718481,0.126632604,-0.034124868,0.040253968,-0.037185475,-0.175230771,-0.037144936,-0.102530326,0.044607925,0.145872777,0.278497156,0.219044563,0.019010125,0.068112917,0.11401124,0.176949891,-0.002649299,0.038461194,-0.004407946,0.208015146,0.030524082,0.135831643,0.090103799,0.042504047,0.075346832,-0.016088103,11.45184556,-0.388217417,4.187314051,1.021914321,11.45184556,4.187314051,1.021914321,4.097519691,-4.187314051,-1.021914321,-4.097519691,0.084287822,
24,-0.121074789,0.284983915,0.062245208,0.02527914,-0.130957605,0.049939231,0.121102289,0.107531431,0.019283202,-0.09367093,0.027912754,-0.111160651,0.324631558,0.307623831,0.370011,-0.016559686,0.059902562,0.313047167,0.017275913,-0.063461284,0.200943967,0.07376617,0.233255323,-0.011172965,0.150756725,0.181074654,0.009118218,0.012223448,0.043474474,0.03517299,11.72994178,-1.033881251,3.648813129,1.057058371,11.72994178,3.648813129,1.057058371,3.451855857,-3.648813129,-1.057058371,-3.451855857,0.084287822,
25,0.344520956,-0.04960281,0.026069714,-0.122923872,0.002631277,-0.087669632,-0.106289852,-0.098900932,-0.14321685,-0.016119118,-0.107085518,0.003056348,0.102112118,-0.056940003,0.082171466,0.289802847,0.198548552,-0.001149838,0.221790603,0.327556153,0.060285364,0.143956185,0.049095601,0.244543342,0.002532101,0.068606623,0.156862362,0.14415253,0.137562271,0.06168255,11.97763118,-0.431966817,3.863684386,0.953108861,11.97763118,3.863684386,0.953108861,4.053770291,-3.863684386,-0.953108861,-4.053770291,0.084287822,
26,0.366932236,0.154994263,0.081904478,0.005232049,-0.196898413,-0.01101833,0.061203071,-0.036959514,-0.077533025,-0.1324542,-0.120720181,0.015672574,-0.003819409,0.318998217,0.231324897,0.107802969,-0.02071777,0.167603632,0.341414239,0.029532412,0.243747474,0.019787937,0.239637394,0.107426107,0.054342745,0.171095087,0.187983285,0.029254496,0.064778683,0.029120066,12.09516437,-0.607476578,3.46998508,0.894727173,12.09516437,3.46998508,0.894727173,3.878260529,-3.46998508,-0.894727173,-3.878260529,0.084287822,
27,-0.090380429,0.082911067,0.043388318,0.19193658,0.076902634,0.048860474,-0.010714383,0.056812597,-0.049820912,-0.054285374,0.013238477,-0.14627097,0.377945666,-0.065390573,-0.055715223,0.161164856,0.268606367,0.152479343,0.137012818,0.360365212,0.018336237,0.228472432,0.063662554,0.190000005,0.134823904,0.051233399,-0.022107381,0.134982128,-0.029211709,0.063992036,11.54231933,-0.580156729,3.633742412,0.930397549,11.54231933,3.633742412,0.930397549,3.905580378,-3.633742412,-0.930397549,-3.905580378,0.084287822,
28,-0.006999954,0.226119876,0.156107885,-0.168911498,0.168148875,0.171533384,0.135602022,0.094712199,0.031910821,0.019353818,-0.022124993,-0.070229443,0.058145541,0.369074732,0.172088924,0.037977627,0.202540574,0.345399757,-0.005566681,0.120001633,0.175451832,0.123628133,0.208478579,-0.036485127,0.025355345,-0.007800814,0.121209276,0.16435543,0.148004149,0.076951348,11.02086082,-1.063540319,3.876866193,1.13285893,11.02086082,3.876866193,1.13285893,3.422196788,-3.876866193,-1.13285893,-3.422196788,0.084287822,
29,0.214869941,-0.095751581,-0.029809048,0.090817203,-0.03938748,-0.184381339,-0.091710185,-0.118206424,-0.164342406,-0.152537616,-0.068284919,-0.037779966,0.275912041,0.171879479,0.417067026,0.329351311,0.13903208,-0.029058502,0.257786528,0.271300367,0.042715866,0.055364335,0.029775278,0.217242383,0.163698744,0.090944607,0.013479151,-0.001283021,0.056822013,-0.01003736,13.060268,-0.513894383,3.821179118,0.962067077,13.060268,3.821179118,0.962067077,3.971842724,-3.821179118,-0.962067077,-3.971842724,0.084287822,
30,0.173955667,0.263221253,0.008700653,0.109426092,-0.069631402,-0.067857077,0.079143838,0.078569761,0.055663097,-0.032823337,-0.051687427,-0.019276072,0.133059496,0.037398342,0.322261431,0.350275984,0.083896542,0.025286007,-0.073418434,-0.03837626,0.294603646,-0.005423927,0.143329114,0.284666634,0.191966562,0.021004897,0.103046512,0.109241682,0.089136663,0.015676642,10.7902803,-0.31888513,3.481312601,0.835477867,10.7902803,3.481312601,0.835477867,4.166851978,-3.481312601,-0.835477867,-4.166851978,0.084287822,
31,0.119785731,-0.031987369,0.122334795,-0.188818867,0.190534557,0.080816625,-0.148202634,-0.074015514,-0.191189584,-0.079797022,-0.097852432,-0.088559122,0.201262992,0.215624006,0.061210289,-0.078029366,0.170236113,0.280075527,0.190870527,0.293579037,-0.01271249,0.20574982,-0.035374187,0.033571841,-0.002859469,0.120715497,0.062450136,0.061521432,0.003468882,0.047525906,11.68287579,-0.733967922,4.239834312,1.130089327,11.68287579,4.239834312,1.130089327,3.751769185,-4.239834312,-1.130089327,-3.751769185,0.084287822,
32,-0.070793169,0.137574399,-0.065593693,0.274515245,0.033014285,0.1037399,0.004887051,-0.021284411,-0.10128524,-0.185667164,-0.133391869,-0.124950459,-0.078797424,0.050528174,-0.030575626,0.278573659,0.310280026,0.098292336,0.288541642,0.052311931,0.144400414,0.170420256,0.262476736,0.16190005,0.106505185,0.197047561,0.137611893,-0.027965427,0.118152031,0.091346849,11.42310575,-0.52585361,3.74978697,0.94694376,11.42310575,3.74978697,0.94694376,3.959883498,-3.74978697,-0.94694376,-3.959883498,0.084287822,
33,0.295852762,-0.013672483,0.195586381,-0.079718248,-0.160867827,-0.141567827,-0.067064669,0.013089017,-0.022973667,0.017419475,0.000572682,-0.005470938,0.452603651,0.491011333,0.274680609,0.092035903,0.050031142,0.233267401,0.085076002,0.204295225,0.093580067,0.100280864,0.086501896,0.08195887,0.082489347,0.076436692,-0.003274202,0.199424882,0.029678051,0.005538854,12.85529567,-0.599363142,3.611530728,0.929280291,12.85529567,3.611530728,0.929280291,3.886373965,-3.611530728,-0.929280291,-3.886373965,0.084287822,
34,0.286646402,0.249671252,0.094101391,-0.120011891,0.243044748,-0.174911294,0.027604993,0.052782241,-0.17355216,-0.172083171,-0.019524829,-0.142366022,-0.093523814,0.040856813,0.37952113,0.345530462,0.013683929,0.350643298,0.233523057,0.241642791,0.074239827,0.175718379,0.033752704,0.154416341,0.156053882,0.167002048,-0.038580331,0.098496033,-0.004190804,0.032627206,12.00549539,-0.621004311,3.97703484,1.029058165,12.00549539,3.97703484,1.029058165,3.864732796,-3.97703484,-1.029058165,-3.864732796,0.084287822,
35,-0.08038571,-0.019290523,-0.019246603,0.040852828,-0.122384062,0.162111978,-0.05018257,-0.033042603,0.039012642,-9.65E-05,-0.065355687,0.010446552,0.427864731,0.20046108,0.074804866,-0.065786447,0.327789611,-0.023761617,0.018711355,0.150247098,0.209704586,0.107460432,0.204271123,0.068505221,0.004244503,0.053575086,0.173405645,0.050768642,0.084282792,0.060485369,11.57959421,-0.604069079,3.854784812,0.993074313,11.57959421,3.854784812,0.993074313,3.881668029,-3.854784812,-0.993074313,-3.881668029,0.084287822,
36,0.110310691,0.123176048,0.167351616,-0.010391466,-0.154899834,0.03939093,0.093834223,-0.114643914,-0.006850177,-0.019250768,-0.123386801,-0.048707731,0.148389185,0.065759682,0.029362867,0.268209098,0.193225361,0.16542241,0.101403585,0.39014257,0.005944435,0.00260369,0.065513829,0.298327897,0.128062777,-0.010999707,0.035911806,-0.039641056,0.037322017,0.080461809,11.69993489,-0.484973696,3.753290163,0.938143493,11.69993489,3.753290163,0.938143493,4.000763412,-3.753290163,-0.938143493,-4.000763412,0.084287822,
37,0.164631821,-0.00181758,-0.093538882,0.206495328,0.027290656,-0.001597616,-0.12767637,0.091262677,-0.118395695,-0.097301578,0.010198684,-0.060798232,0.225435462,0.48748428,0.28988241,0.094903071,0.054567171,0.150230858,0.377038151,-0.00059327,0.234083964,0.211290839,0.238760376,0.041262516,0.032348141,0.095894852,0.130070546,0.187741544,0.122990097,-0.013547332,12.86990447,-0.713638615,3.484451499,0.923743509,12.86990447,3.484451499,0.923743509,3.772098492,-3.484451499,-0.923743509,-3.772098492,0.084287822,
38,0.22261597,0.167687901,0.015150434,0.258883348,0.114062627,-0.144513638,0.112738275,-0.070920393,-0.032710452,0.036963094,-0.130352054,-0.087557286,0.07374935,0.322525841,0.179019978,0.104934422,0.124546995,0.088311913,0.049481332,0.174503239,0.103235464,0.117778154,0.087671346,-0.028960291,0.061447703,0.015220653,0.047803119,0.025020586,-0.02158903,0.019187216,10.51390091,0.092062552,3.419469573,0.746967938,10.51390091,3.419469573,0.746967938,4.577799659,-3.419469573,-0.746967938,-4.577799659,0.084287822,
39,0.000830132,0.06935145,0.053962229,-0.065167886,-0.233813558,0.106831917,-0.108738087,0.075587627,-0.093656516,-0.166218713,0.003239195,-0.021774756,0.300358491,-0.080622651,-0.065426492,0.171528966,0.235668109,0.223351285,0.324180118,0.082452242,0.156795324,0.047645677,0.260917892,0.23073781,0.098903232,0.12136603,0.086397684,0.130770551,0.069592806,0.044015819,12.46738457,-1.014373192,3.994583952,1.150724628,12.46738457,3.994583952,1.150724628,3.471363915,-3.994583952,-1.150724628,-3.471363915,0.084287822,
40,-0.08236572,0.237965163,-0.058048856,0.158317312,-0.018069163,0.083761987,0.046659203,0.008591386,-0.147691944,-0.1148335,-0.054616638,-0.013495928,-0.018856624,0.38423823,0.118176813,0.025736074,0.29471606,0.037817089,0.166621735,0.323251241,-0.046967518,0.012303671,-0.030714435,0.093806614,-0.024811151,0.195539874,0.005397823,0.161052071,0.049226018,0.094853876,11.21650528,-0.311145959,3.910394308,0.936713122,11.21650528,3.910394308,0.936713122,4.174591148,-3.910394308,-0.936713122,-4.174591148,0.084287822,
41,0.374493626,-0.11015314,0.128167141,-0.238791623,0.146587619,-0.070948455,-0.03109413,-0.016900225,0.014273395,-0.067977895,-0.100452703,-0.118246923,0.352895782,0.168420435,0.40467693,0.334097298,-0.040682519,0.29255762,-0.04912572,-0.068636353,0.263087631,0.223479007,0.139803984,0.182350455,0.185274619,0.08307809,0.159992375,-0.004564621,0.143216797,0.002032301,12.30068303,-1.012333687,3.608193802,1.038806428,12.30068303,3.608193802,1.038806428,3.473403421,-3.608193802,-1.038806428,-3.473403421,0.084287822,
42,0.4,-0.12,-0.099635506,0.299474749,-0.249276104,-0.199409276,-0.149562861,-0.119648763,0.069961464,0.04968129,0.029855131,0.029863654,-0.099347644,0.068758788,0.449454182,0.399796176,-0.049880586,-0.07964584,0.362833376,0.399424471,0.299985158,0.24974409,-0.049707452,0.299866232,-0.029674544,-0.019647751,-0.049658494,-0.039666411,-0.029899059,-0.019866841,12.97350341,-0.728051966,3.467025367,0.922649247,12.97350341,3.467025367,0.922649247,3.757685142,-3.467025367,-0.922649247,-3.757685142,0.084287822,4.248183069
43,0.064522421,-0.12,-0.099635506,0.299474749,-0.249276104,-0.199409276,-0.149562861,-0.119648763,-0.199862426,0.04968129,-0.149917818,-0.149784394,-0.099347644,0.499444873,0.449454182,0.399796176,-0.049880586,-0.033191862,-0.079239164,0.399424471,-0.031134426,0.24974409,-0.049707452,0.299866232,0.199921015,0.199816983,-0.049658494,0.199884995,0.149758097,0.099892012,13.3616706,-0.811727009,3.633433968,0.988955901,13.3616706,3.633433968,0.988955901,3.674010099,-3.633433968,-0.988955901,-3.674010099,0.084287822,2.501648139
44,0.4,-0.12,-0.099635506,0.257709104,-0.249276104,-0.199409276,0.149701065,-0.119648763,-0.199862426,-0.199880095,-0.149917818,-0.059209243,-0.099347644,0.499444873,0.449454182,-0.032902649,0.349844371,-0.07964584,-0.079239164,0.399424471,-0.049954312,0.24974409,-0.049707452,-0.009916698,0.199921015,-0.019647751,0.057785421,-0.039666411,-0.029899059,0.099892012,11.8067869,-0.52168288,3.63918715,0.918046763,11.8067869,3.63918715,0.918046763,3.964054227,-3.63918715,-0.918046763,-3.964054227,0.084287822,1.840295124
45,0.130937,-0.12,0.048703923,0.299474749,-0.249276104,-0.199409276,-0.149562861,-0.119648763,-0.199862426,-0.019662057,-0.149917818,-0.149784394,-0.099347644,0.499444873,0.449454182,0.399796176,0.349844371,0.061823657,0.399858528,0.399424471,0.299985158,0.24974409,-0.049707452,-0.039775235,0.199921015,-0.019647751,-0.049658494,0.199884995,-0.029899059,0.099892012,14.66254856,-0.896433485,3.596031281,1.001874363,14.66254856,3.596031281,1.001874363,3.589303623,-3.596031281,-1.001874363,-3.589303623,0.084287822,2.091744159
46,0.172694095,-0.12,-0.099635506,0.299474749,-0.249276104,-0.199409276,-0.149562861,-0.119648763,-0.199862426,0.04968129,-0.149917818,-0.149784394,-0.056918888,0.499444873,0.449454182,-0.007880123,0.349844371,0.012929984,0.026156556,-0.071708303,0.299985158,0.24974409,-0.049707452,0.299866232,0.199921015,0.199816983,0.00738179,-0.039666411,0.149758097,0.086758505,12.84005864,-0.655011561,3.684656525,0.961869098,12.84005864,3.684656525,0.961869098,3.830725547,-3.684656525,-0.961869098,-3.830725547,0.084287822,1.411719336
47,0.233792501,-0.12,-0.099635506,0.299474749,-0.249276104,-0.199409276,-0.149562861,-0.119648763,-0.199862426,-0.041938642,-0.149917818,-0.149784394,-0.099347644,0.092854282,0.449454182,0.045567883,0.349844371,0.065487551,-0.050801401,0.399424471,-0.049954312,0.24974409,-0.049707452,-0.039775235,0.199921015,-0.019647751,0.040588323,0.199884995,0.149758097,0.099892012,12.01896106,-0.55889596,3.704589254,0.943401863,12.01896106,3.704589254,0.943401863,3.926841148,-3.704589254,-0.943401863,-3.926841148,0.084287822,1.729213908
48,0.223695919,0.3,-0.099635506,0.299474749,-0.249276104,-0.199409276,-0.149562861,-0.119648763,-0.199862426,0.04968129,-0.149917818,0.029863654,-0.099347644,0.499444873,-0.099172812,0.399796176,0.349844371,-0.073310066,0.027790652,0.399424471,0.299985158,0.24974409,-0.049707452,0.056912005,0.199921015,-0.019647751,-0.049658494,0.110046325,0.149758097,-0.019866841,12.22106858,-0.524406414,3.573774016,0.902165028,12.22106858,3.573774016,0.902165028,3.961330693,-3.573774016,-0.902165028,-3.961330693,0.084287822,2.5381271
49,0.276287839,0.3,0.199992892,0.150218507,0.249730157,-0.199409276,0.149701065,-0.119648763,-0.199862426,0.04968129,0.029855131,-0.149784394,-0.099347644,-0.09982319,-0.099172812,-0.079978528,-0.049880586,0.021484613,-0.079239164,-0.079916936,-0.049954312,0.24974409,-0.001387309,-0.039775235,0.028523201,-0.019647751,0.013894675,0.199884995,-0.029899059,-0.019866841,7.161319321,0.144846261,3.59422449,0.776192588,7.161319321,3.59422449,0.776192588,4.630583369,-3.59422449,-0.776192588,-4.630583369,0.084287822,1.400686213
